run_key,provider,model_id,prompt_id,condition_id,sentence_id,sentence_text,expected_schema_primary,main_image_schema,literal_or_metaphorical,interpretation,schema_explanation
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0136|1,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,CONTAINER,literal,A stone descended and entered the bounded space of a pond.,The pond is conceptualized as a CONTAINER that the stone enters. 'Fell' indicates VERTICALITY and a SOURCE_PATH_GOAL.
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0138|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,The ladder was positioned resting against the wall for physical stability.,"SUPPORT_BALANCE shows the wall providing stability to the ladder, preventing it from falling."
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0138|1,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,The ladder was positioned resting on the wall for stability and support.,"The wall provides a stable base, preventing the ladder from falling, illustrating support and balance."
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0141|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple detached from a tree branch and moved downwards due to gravity.,SOURCE_PATH_GOAL describes the apple's movement from its origin (branch) along a downward path.
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0141|1,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple detached from a branch and moved downwards.,"SOURCE_PATH_GOAL describes the apple's movement from the branch, with VERTICALITY specifying the downward direction."
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0143|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,The cup moved smoothly from a higher position to a lower position on an inclined surface.,"SOURCE_PATH_GOAL describes the movement along a path, while VERTICALITY specifies the downward direction."
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0143|1,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,A cup moved downwards along an inclined surface.,"SOURCE_PATH_GOAL describes the cup's movement along the slope, with VERTICALITY and FORCE specifying its nature."
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0144|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,A bird moved downwards from a higher position towards the ground or a specific area.,SOURCE_PATH_GOAL frames the bird's movement from an implicit source along a path to the field.
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0144|1,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A bird moved downwards through the air, approaching the ground where the field is located.","The bird's movement is conceptualized as traversing a path from a source to a goal, with a downward orientation."
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0145|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,The climber successfully arrived at the highest point of a mountain or peak.,SOURCE_PATH_GOAL represents movement towards a destination. VERTICALITY indicates the upward direction of the climb.
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0145|1,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,A person who climbs successfully arrived at the highest point of a mountain or hill.,SOURCE_PATH_GOAL represents movement towards a destination. VERTICALITY describes the upward direction of the summit.
gemini_2_5_flash|p_structured_roles_v1|c_temp_0_v1|s0136|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_0_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A stone moved downwards from an implicit source, along a path, and entered the pond.","The stone (trajector) moved (path) into the pond (goal/container), exhibiting downward (vertical) motion caused by a force."
gemini_2_5_flash|p_structured_roles_v1|c_temp_0_v1|s0138|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_0_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder maintains an upright, stable position by resting against the wall for support.","The wall provides structural support, preventing the ladder from falling, exemplifying SUPPORT_BALANCE."
gemini_2_5_flash|p_structured_roles_v1|c_temp_0_v1|s0139|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_0_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,The flag moved downwards from an initial position to reach the ground.,"Describes the flag's movement from an implied source, along a downward path, to the ground as its goal, involving vertical descent."
gemini_2_5_flash|p_structured_roles_v1|c_temp_0_v1|s0141|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_0_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,"An apple moved from its initial position on a branch, traveling downwards.",The apple (trajector) moves from the branch (source) along a downward path.
gemini_2_5_flash|p_structured_roles_v1|c_temp_0_v1|s0142|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_0_v1,s0142,The kite climbed higher in the wind.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The kite ascended to a greater altitude, propelled by the wind.","The kite moves from a lower source along an upward path to a higher goal, driven by wind."
gemini_2_5_flash|p_structured_roles_v1|c_temp_0_v1|s0143|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_0_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,A cup moved downwards along the surface of a slope due to a sliding force.,"A trajector moves along a path with a downward orientation, propelled by a force."
gemini_2_5_flash|p_structured_roles_v1|c_temp_0_v1|s0144|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_0_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The bird moved from a higher position downwards, approaching the field as its destination.","The bird (trajector) moves along a path from an implicit source to the field (goal), with a downward vertical orientation."
gemini_2_5_flash|p_structured_roles_v1|c_temp_0_v1|s0145|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_0_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,The climber successfully completed their ascent to the mountain's peak.,SOURCE_PATH_GOAL describes movement to a goal; VERTICALITY describes the upward direction to the summit.
gemini_2_5_flash|p_structured_roles_v1|c_temp_0_v1|s0150|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_0_v1,s0150,The scandal brought him down.,VERTICALITY,FORCE,metaphorical,"The scandal caused the person to lose their high position or status, as if physically pulled down.","A scandal (force) caused a person (trajector) to move to a lower position (verticality), representing a loss of status."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0136|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moved downwards from an initial position and entered the bounded region of a pond.,"Movement from an implied source, along a downward path, to a goal (the pond's interior), driven by gravity."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0136|1,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moved downwards from an unspecified location and entered the bounded region of a pond.,"The stone (trajector) moves along a vertical path from an implied source to the pond (goal), which is a container."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0137|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,The lift ascended three levels from its starting position.,"The lift (trajector) moved along a vertical path ('up three floors'), from an implicit source to an implicit goal."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0138|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder maintains its upright position by resting against the wall, which provides stability.","The wall provides support, preventing the ladder from falling, thus illustrating a state of balance and dependence."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0138|1,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is positioned upright, relying on the wall for stability and to prevent it from falling.","The wall provides physical support to the ladder, maintaining its stability and preventing collapse."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0139|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,The flag moved downwards from an implied higher position to rest on the ground.,"Describes the movement of a trajector from an implied source, along a downward path, to a specified goal."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0139|1,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,The flag moved downwards from an implied initial position to its final resting place on the ground.,"The flag (trajector) moved from an implied source, along a downward path, to the ground (goal)."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0141|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple detached from a branch and moved downwards.,Describes an object's movement from a source along a downward path.
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0141|1,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple detached from a branch and moved downwards due to gravity.,Movement of a trajector (apple) from a source (branch) along a downward path.
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0143|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,A cup moved downwards along an inclined surface.,The cup is the trajector moving along a path (the slope) in a downward direction.
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0143|1,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,The cup moved downwards along the surface of a slope due to a sliding motion.,"A trajector moves along a downward path on a landmark, implying a force causing the movement."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0144|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A bird moves downwards from an implicit higher position, along a path, approaching the field as its destination.",SOURCE_PATH_GOAL captures the bird's movement towards a goal. VERTICALITY specifies the downward direction of this movement.
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0144|1,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A bird moved downwards through space, approaching a specific ground area.","The bird (trajector) moved along a path (implied by 'descended toward') with the field as its goal, involving downward verticality."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0145|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,The climber successfully moved to and arrived at the highest point of a mountain.,"A trajector moves towards a specific goal (summit), which is also a high point, indicating upward progress."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0145|1,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The climber successfully moved from a lower point along an upward path to arrive at the highest point, the summit.","A trajector moves from an implied source along an upward path to a specific goal, which is a high point."
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0149|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0149,Prices climbed again.,VERTICALITY,SOURCE_PATH_GOAL,metaphorical,,
gemini_2_5_flash|p_structured_roles_v1|c_temp_03_v1|s0150|0,google,gemini_2_5_flash,p_structured_roles_v1,c_temp_03_v1,s0150,The scandal brought him down.,VERTICALITY,FORCE,metaphorical,"The scandal caused a significant decrease in his social status or power, as if he was physically pulled down.","A causal force (scandal) metaphorically moves a person (trajector) downwards, indicating a loss of status or position."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_0_v1|s0136|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_0_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A stone moved from an initial position, traveled downwards, and entered the bounded space of a pond.","The sentence describes the movement of an object (the stone) from an implicit source, along a path, to a goal (the pond), which is the SOURCE_PATH_GOAL schema. The verb 'fell' explicitly indicates a downward trajectory, which is a VERTICALITY schema. The prepositional phrase 'into the pond' signifies entry into a bounded region, which is a CONTAINER schema, and also specifies the goal of the movement."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_0_v1|s0138|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_0_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is resting on the wall, with the wall providing physical support to prevent the ladder from falling.","The phrase 'leaned against' directly describes a physical object (the ladder) relying on another object (the wall) for stability and support, which is the essence of the SUPPORT_BALANCE schema. The ladder's weight exerts a force, and the wall provides a counter-force, maintaining its position. VERTICALITY is also present as ladders are typically used in an upright or angled position."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_0_v1|s0141|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_0_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,,
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_0_v1|s0143|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_0_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,A cup moved along an inclined surface from a higher point to a lower point.,"The phrase 'slid down the slope' clearly describes an object (the cup) undergoing movement along a defined path ('the slope') from an implied source to a goal, which is characteristic of the SOURCE_PATH_GOAL schema. The word 'down' explicitly indicates a change in vertical orientation, invoking the VERTICALITY schema."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_0_v1|s0145|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_0_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,A person moved along a path to arrive at the highest point of a mountain.,"The action of 'reached' implies movement towards a 'goal' (the summit), which is a core component of the SOURCE_PATH_GOAL schema. The 'summit' itself and the act of 'climbing' inherently involve upward movement, clearly instantiating the VERTICALITY schema as a secondary aspect."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0136|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A stone moved from an initial position, descended downwards, and entered a body of water.","The sentence describes a physical event of movement. 'Fell' indicates a downward trajectory, which is a path. 'Into the pond' specifies the destination of this movement, with the pond acting as a bounded region that the stone enters. Thus, the overall event is structured as a SOURCE_PATH_GOAL schema (movement from an implicit source, along a path, to a goal). VERTICALITY is present in the 'fell' action (downward movement), and CONTAINER is present in 'into the pond' (entry into a bounded region)."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0136|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moved from an elevated position downwards and entered the bounded space of a pond.,"The sentence describes the physical movement of the stone from an implicit origin (above the pond) along a path to a goal (inside the pond), which is a clear instance of SOURCE_PATH_GOAL. The verb 'fell' explicitly indicates a downward trajectory, invoking VERTICALITY. The preposition 'into' signifies both movement towards a destination and entry into a bounded region, thus also involving the CONTAINER schema."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0138|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is resting against the wall, with the wall providing physical support to keep it stable and prevent it from falling.","The phrase 'leaned against' directly describes a physical relationship where the wall provides support to the ladder, preventing it from collapsing or falling, which is a core aspect of the SUPPORT_BALANCE schema. The ladder is also in a vertical or near-vertical orientation (VERTICALITY), and the wall exerts a counter-force (FORCE) against the ladder's weight."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0138|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is resting against the wall, with the wall providing stability and preventing the ladder from falling.","The phrase 'leaned against' directly describes a situation where one object (the ladder) relies on another object (the wall) for stability and to prevent collapse, which is the core of the SUPPORT_BALANCE schema. The wall acts as a support structure. There is also an implicit VERTICALITY schema as ladders are typically used in a vertical orientation, and a FORCE schema as the ladder exerts force on the wall and the wall exerts a counter-force."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0139|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,The flag moved from a higher position downwards to rest on the ground.,"The sentence describes the physical movement of the flag from an implicit higher position (source) along a downward path to the ground (goal). The verb 'dropped' specifically indicates a downward movement, which instantiates the VERTICALITY schema as a characteristic of the path."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0139|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,,
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0141|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,"An apple moved from its origin (the branch) along a downward path due to gravity, losing its support.",The sentence describes the physical movement of an apple originating from a branch ('from the branch' indicates the SOURCE) and moving along a path (implied by 'fell'). The verb 'fell' specifically indicates a downward (VERTICALITY) trajectory. This movement is caused by a FORCE (gravity) and represents the disruption of the apple's prior state of being SUPPORTED by the branch.
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0143|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,The cup moved from a higher point to a lower point along the surface of the slope.,"The phrase 'slid down the slope' clearly describes an object (the cup) undergoing movement along a path from a starting point (implied top of the slope) to a destination (implied bottom of the slope), which is characteristic of the SOURCE_PATH_GOAL schema. The word 'down' explicitly indicates a vertical decline, activating the VERTICALITY schema as a secondary component of the path."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0143|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,The cup moved along the surface of the slope from a higher position to a lower position.,"The phrase 'slid down the slope' clearly describes movement (SOURCE_PATH_GOAL) along a defined path ('the slope') with a specific direction ('down'), which invokes VERTICALITY. The act of 'sliding' also implies a FORCE (e.g., gravity) causing the movement."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0144|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,A bird moved from a higher position downwards towards a field.,"The sentence describes the bird's movement from an implied higher origin, along a downward path, to the field as its destination, embodying the SOURCE_PATH_GOAL schema. The verb 'descended' specifically highlights the downward direction of this movement, which is an instance of the VERTICALITY schema."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0145|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,A person moved from a lower point along a path to arrive at the highest point of a mountain or hill.,"The phrase 'reached the summit' clearly describes movement towards a destination, which is the core of the SOURCE_PATH_GOAL schema. The 'summit' explicitly refers to the highest point, invoking the VERTICALITY schema as a crucial aspect of the goal and the implied path of climbing."
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0145|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,A person ascended a mountain or similar elevated structure and arrived at its highest point.,"The act of 'reaching the summit' describes a movement from an implicit starting point along a path to a specific destination or goal, which is characteristic of the SOURCE_PATH_GOAL schema. The 'summit' itself clearly evokes the VERTICALITY schema, as it refers to the highest point of an ascent."
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0136|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,,
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0137|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,The lift physically ascended a distance equivalent to three floors.,"The sentence describes the physical movement of the lift (trajector) from an implicit starting point (source) along an upward path to a new position (goal) three floors higher. This clearly instantiates the SOURCE_PATH_GOAL schema, with the 'up' specifying the VERTICALITY of the path."
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0138|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is physically resting against the wall, which provides stability and prevents it from falling.","The phrase 'leaned against' directly evokes the SUPPORT_BALANCE schema, where the wall acts as a support for the ladder. The ladder maintains a VERTICALITY, albeit angled, and there are implicit FORCE dynamics between the ladder and the wall."
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0141|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,,
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0143|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The cup moved from a higher point on the slope to a lower point, following the surface of the slope.","The sentence describes the physical movement of 'the cup' (trajector) along a 'path' ('down the slope') from an implicit 'source' (a higher point on the slope) to an implicit 'goal' (a lower point on the slope). The 'down' explicitly invokes the VERTICALITY schema, and 'the slope' acts as a supporting surface, invoking SUPPORT_BALANCE."
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0144|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,The bird moved downwards from a higher position towards the field.,"The sentence describes the physical movement of the bird (trajector) along a path ('descended') towards a specific destination (goal: 'the field'). This clearly instantiates the SOURCE_PATH_GOAL schema. The verb 'descended' also explicitly indicates a downward vertical movement, making VERTICALITY a strong secondary schema."
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0145|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,A person engaged in climbing successfully arrived at the highest point of a mountain or hill.,"The sentence describes a physical entity (the climber) moving towards and arriving at a specific physical destination (the summit), which is a direct instantiation of the SOURCE_PATH_GOAL schema. The act of 'climbing' and the nature of a 'summit' also inherently involve upward movement, thus activating the VERTICALITY schema as a secondary component."
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0150|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0150,The scandal brought him down.,VERTICALITY,FORCE,metaphorical,"The scandal caused a significant decline in the person's status, power, or career, analogous to a physical force causing someone to fall from a higher position to a lower one.",The phrase 'brought him down' clearly evokes a causal force ('the scandal') acting upon a trajector ('him') to move him in a downward direction. This maps metaphorically from the physical domain of force and vertical movement to the abstract domain of social standing or career trajectory.
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0136|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moved downwards and entered the body of water known as a pond.,"The sentence describes a physical movement of 'the stone' (trajector) from an implicit source (above the pond) along a downward path ('fell', indicating VERTICALITY) to a goal, which is the inside of 'the pond' (CONTAINER). The overall movement from one location to another is structured by the SOURCE_PATH_GOAL schema."
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0136|1,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moved from a higher position downwards and entered the bounded region of a pond.,"The sentence describes the movement of 'the stone' (trajector) from an implicit source (above the pond) along a downward path ('fell', indicating VERTICALITY) to a goal, which is the interior of 'the pond' (a CONTAINER). The overall event is structured as a SOURCE_PATH_GOAL schema."
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0137|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,The lift physically ascended three levels from its starting point.,"The sentence describes the physical movement of the lift (trajector) along a path ('went up three floors'). The 'up' explicitly invokes the VERTICALITY schema, specifying the direction of traversal. The 'three floors' quantifies the extent of the path."
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0137|1,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The lift physically moved upwards, traversing a distance equivalent to three floors.",The phrase 'went up' clearly indicates movement (SOURCE_PATH_GOAL) and a specific vertical direction (VERTICALITY). 'Three floors' quantifies the extent of the path traversed.
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0138|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is in a stable, upright position because it is resting against the wall, which provides support.","The phrase 'leaned against' directly describes a physical object (the ladder) relying on another object (the wall) for stability and support, which is the essence of the SUPPORT_BALANCE schema. The ladder is prevented from falling by the wall. VERTICALITY is present as ladders are typically vertical, and FORCE is present in the interaction between the ladder's weight and the wall's resistance."
