run_key,provider,model_id,prompt_id,condition_id,sentence_id,main_image_schema,literal_or_metaphorical,schema_present,interpretation,schema_explanation,raw_response
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0025|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0025,SOURCE_PATH_GOAL,metaphorical,yes,"The act of practicing is conceptualized as an activity that extends over a defined period of time, similar to moving along a path from a starting point to an end point.",The phrase 'for an hour' maps the abstract concept of temporal duration onto a spatial path. The activity of 'practising' is the trajector that traverses this temporal path from a conceptual start (source) to a conceptual end (goal).,"{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [
    ""Movement through space""
  ],
  ""target_domain"": [
    ""Duration of an activity""
  ],
  ""interpretation"": ""The act of practicing is conceptualized as an activity that extends over a defined period of time, similar to moving along a path from a starting point to an end point."",
  ""schema_explanation"": ""The phrase 'for an hour' maps the abstract concept of temporal duration onto a spatial path. The activity of 'practising' is the trajector that traverses this temporal path from a conceptual start (source) to a conceptual end (goal)."",
  ""confidence"": ""high"",
  ""trajector"": ""the practice (activity)"",
  ""landmark_or_container"": """",
  ""source"": ""beginning of the hour"",
  ""path"": ""an hour (duration)"",
  ""goal"": ""end of the hour"",
  ""obstacle"": """",
  ""force"": """"
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0025|1,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0025,SOURCE_PATH_GOAL,metaphorical,yes,"The activity of practising is conceptualized as traversing a temporal path, spanning the duration of an hour.","The duration 'an hour' is understood as a temporal path or span, which the activity of 'practising' traverses. This is a common metaphor where time is conceptualized as space.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [
    ""PHYSICAL MOVEMENT""
  ],
  ""target_domain"": [
    ""TIME"",
    ""ACTIVITY""
  ],
  ""interpretation"": ""The activity of practising is conceptualized as traversing a temporal path, spanning the duration of an hour."",
  ""schema_explanation"": ""The duration 'an hour' is understood as a temporal path or span, which the activity of 'practising' traverses. This is a common metaphor where time is conceptualized as space."",
  ""confidence"": ""high"",
  ""trajector"": ""the practising (activity)"",
  ""landmark_or_container"": """",
  ""source"": ""beginning of the hour"",
  ""path"": ""an hour"",
  ""goal"": ""end of the hour"",
  ""obstacle"": """",
  ""force"": """"
}"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0027|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0027,SOURCE_PATH_GOAL,literal,yes,The act of watering involves a directed flow of water from an origin (the water source) along a path to a destination (the roses). This is a literal physical event structured by SOURCE_PATH_GOAL. A secondary FORCE schema is present in that the gardener applies causal force to propel the water toward the plants.,"SOURCE_PATH_GOAL is primary because watering inherently involves the traversal of water from a source through a path to a goal (the roses). FORCE is secondary because the gardener exerts physical force (pressure through a hose or tipping a can) to initiate and sustain that movement. Both schemas are grounded in the literal, physical event described; no abstract target domain is being structured by these schemas.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""FORCE""],
  ""source_domain"": [""water moving from source (watering can/hose) along a path to the roses""],
  ""target_domain"": [],
  ""interpretation"": ""The act of watering involves a directed flow of water from an origin (the water source) along a path to a destination (the roses). This is a literal physical event structured by SOURCE_PATH_GOAL. A secondary FORCE schema is present in that the gardener applies causal force to propel the water toward the plants."",
  ""schema_explanation"": ""SOURCE_PATH_GOAL is primary because watering inherently involves the traversal of water from a source through a path to a goal (the roses). FORCE is secondary because the gardener exerts physical force (pressure through a hose or tipping a can) to initiate and sustain that movement. Both schemas are grounded in the literal, physical event described; no abstract target domain is being structured by these schemas."",
  ""confidence"": ""medium""
}
```"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0027|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0027,SOURCE_PATH_GOAL,literal,yes,The act of watering involves a directed flow of water from an origin (the water supply/container) along a path to a goal (the roses). This is a literal physical event with a clear source-path-goal structure.,"Watering enacts a SOURCE_PATH_GOAL schema: water originates at a source (tap, can), travels along a path (through a hose or arc through the air), and reaches a destination (the roses). A secondary FORCE schema is present in that the gardener applies causal pressure/effort to propel the water toward its goal. The temporal phrase 'at dawn' does not contribute an image schema. No metaphorical mapping is involved; all structure is grounded in literal physical action.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""FORCE""],
  ""source_domain"": [""water moving from source (hose/watering can) along a path to the roses""],
  ""target_domain"": [],
  ""interpretation"": ""The act of watering involves a directed flow of water from an origin (the water supply/container) along a path to a goal (the roses). This is a literal physical event with a clear source-path-goal structure."",
  ""schema_explanation"": ""Watering enacts a SOURCE_PATH_GOAL schema: water originates at a source (tap, can), travels along a path (through a hose or arc through the air), and reaches a destination (the roses). A secondary FORCE schema is present in that the gardener applies causal pressure/effort to propel the water toward its goal. The temporal phrase 'at dawn' does not contribute an image schema. No metaphorical mapping is involved; all structure is grounded in literal physical action."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0027|1,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0027,SOURCE_PATH_GOAL,literal,yes,The act of watering involves a directed flow of water from an origin (the water source) along a path to a destination (the roses). This is a literal physical event with a clear source-path-goal structure.,"Watering enacts a SOURCE_PATH_GOAL schema: water originates at a source (tap, watering can), travels along a path (through the hose or spout), and reaches a goal (the roses). A secondary FORCE schema is present in that the gardener applies causal force to propel the water toward the plants. The temporal phrase 'at dawn' does not contribute an image schema. No abstract domain is being structured by a concrete one, so the mapping is literal.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""FORCE""],
  ""source_domain"": [""water moving from source (hose/watering can) along a path to the roses""],
  ""target_domain"": [],
  ""interpretation"": ""The act of watering involves a directed flow of water from an origin (the water source) along a path to a destination (the roses). This is a literal physical event with a clear source-path-goal structure."",
  ""schema_explanation"": ""Watering enacts a SOURCE_PATH_GOAL schema: water originates at a source (tap, watering can), travels along a path (through the hose or spout), and reaches a goal (the roses). A secondary FORCE schema is present in that the gardener applies causal force to propel the water toward the plants. The temporal phrase 'at dawn' does not contribute an image schema. No abstract domain is being structured by a concrete one, so the mapping is literal."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0027|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0027,SOURCE_PATH_GOAL,literal,yes,"The act of watering involves water moving along a path from a source (the gardener's implement) to a goal (the roses). A secondary CONTAINER schema is weakly present in that the roses, as plants, receive and absorb the water into their structure. The temporal phrase 'at dawn' is purely referential and carries no image-schema structure.",Watering is a prototypical SOURCE_PATH_GOAL event: a substance (water) travels from an origin point through a directed path to a target endpoint. The gardener is the agent who initiates and directs this movement. The CONTAINER schema is secondary and modest: the roses (and the soil around them) function as a bounded region into which water is directed and contained.,"```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""CONTAINER""],
  ""trajector"": ""water"",
  ""landmark_or_container"": ""roses"",
  ""source"": ""watering can / water source"",
  ""path"": ""flow of water from source to roses"",
  ""goal"": ""roses (recipient of water)"",
  ""obstacle"": """",
  ""force"": """",
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The act of watering involves water moving along a path from a source (the gardener's implement) to a goal (the roses). A secondary CONTAINER schema is weakly present in that the roses, as plants, receive and absorb the water into their structure. The temporal phrase 'at dawn' is purely referential and carries no image-schema structure."",
  ""schema_explanation"": ""Watering is a prototypical SOURCE_PATH_GOAL event: a substance (water) travels from an origin point through a directed path to a target endpoint. The gardener is the agent who initiates and directs this movement. The CONTAINER schema is secondary and modest: the roses (and the soil around them) function as a bounded region into which water is directed and contained."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0027|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0027,SOURCE_PATH_GOAL,literal,yes,"The act of watering involves water moving from a source (the gardener's implement) along a path to a goal (the roses). This is a literal physical transfer of a substance through space toward a target, which is the core structure of the SOURCE_PATH_GOAL schema.","Watering is a prototypical SOURCE_PATH_GOAL event: a substance (water) originates at a source, travels along a path (directed by the gardener), and reaches a goal (the roses). The temporal phrase 'at dawn' is a contextual anchor with no strong image-schema structure of its own and is therefore not assigned a separate schema.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [],
  ""trajector"": ""water"",
  ""landmark_or_container"": """",
  ""source"": ""watering can / water source (implied)"",
  ""path"": ""flow of water from source to roses"",
  ""goal"": ""roses"",
  ""obstacle"": """",
  ""force"": """",
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The act of watering involves water moving from a source (the gardener's implement) along a path to a goal (the roses). This is a literal physical transfer of a substance through space toward a target, which is the core structure of the SOURCE_PATH_GOAL schema."",
  ""schema_explanation"": ""Watering is a prototypical SOURCE_PATH_GOAL event: a substance (water) originates at a source, travels along a path (directed by the gardener), and reaches a goal (the roses). The temporal phrase 'at dawn' is a contextual anchor with no strong image-schema structure of its own and is therefore not assigned a separate schema."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0027|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0027,SOURCE_PATH_GOAL,literal,yes,The act of watering involves water moving along a path from a source (the gardener's implement) to a goal (the roses). A secondary CONTAINER schema is present in that the roses receive and absorb the water into a bounded region. The temporal phrase 'at dawn' is a factual locator with no clear image-schema structure of its own.,"Watering is a prototypical SOURCE_PATH_GOAL scenario: a substance (water) travels from an origin point through a path to a destination (the roses). The CONTAINER schema is secondary, capturing the idea that the roses (and the soil around them) receive and hold the water within a bounded region.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""CONTAINER""],
  ""trajector"": ""water"",
  ""landmark_or_container"": ""roses"",
  ""source"": ""watering source (hose/can)"",
  ""path"": ""flow of water from source to roses"",
  ""goal"": ""roses (recipient of water)"",
  ""obstacle"": """",
  ""force"": """",
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The act of watering involves water moving along a path from a source (the gardener's implement) to a goal (the roses). A secondary CONTAINER schema is present in that the roses receive and absorb the water into a bounded region. The temporal phrase 'at dawn' is a factual locator with no clear image-schema structure of its own."",
  ""schema_explanation"": ""Watering is a prototypical SOURCE_PATH_GOAL scenario: a substance (water) travels from an origin point through a path to a destination (the roses). The CONTAINER schema is secondary, capturing the idea that the roses (and the soil around them) receive and hold the water within a bounded region."",
  ""confidence"": ""high""
}
```"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_0_v1|s0027|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_0_v1,s0027,SOURCE_PATH_GOAL,literal,yes,"The gardener caused water to move from a source, along a path, to the roses, which are the goal. This action involves the downward movement of water and the application of some force.","The act of 'watering' inherently involves the movement of water from a source (e.g., a watering can or hose) along a path to a goal (the roses/soil). This is a literal physical action. The water also moves downwards due to gravity (VERTICALITY) and is applied with some force (FORCE).","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [
    ""VERTICALITY"",
    ""FORCE""
  ],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The gardener caused water to move from a source, along a path, to the roses, which are the goal. This action involves the downward movement of water and the application of some force."",
  ""schema_explanation"": ""The act of 'watering' inherently involves the movement of water from a source (e.g., a watering can or hose) along a path to a goal (the roses/soil). This is a literal physical action. The water also moves downwards due to gravity (VERTICALITY) and is applied with some force (FORCE)."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0027|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0027,SOURCE_PATH_GOAL,literal,yes,The gardener caused water to move from a source to the roses.,"The act of 'watering' involves the movement of water from a source (e.g., a watering can or hose) along a path to the roses, which are the goal. This is a literal instantiation of the SOURCE_PATH_GOAL schema. The water's downward movement also involves VERTICALITY, and its application involves a gentle FORCE.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""VERTICALITY"", ""FORCE""],
  ""source_domain"": [""physical movement of water""],
  ""target_domain"": [],
  ""interpretation"": ""The gardener caused water to move from a source to the roses."",
  ""schema_explanation"": ""The act of 'watering' involves the movement of water from a source (e.g., a watering can or hose) along a path to the roses, which are the goal. This is a literal instantiation of the SOURCE_PATH_GOAL schema. The water's downward movement also involves VERTICALITY, and its application involves a gentle FORCE."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0027|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0027,SOURCE_PATH_GOAL,literal,yes,"The gardener caused water to move from a source to the roses, flowing downwards.","The act of 'watering' involves the movement of water from a source (e.g., a watering can or hose) along a path to a goal (the roses). This movement is initiated by the gardener's force and is influenced by gravity, causing the water to flow downwards (verticality).","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [
    ""FORCE"",
    ""VERTICALITY""
  ],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The gardener caused water to move from a source to the roses, flowing downwards."",
  ""schema_explanation"": ""The act of 'watering' involves the movement of water from a source (e.g., a watering can or hose) along a path to a goal (the roses). This movement is initiated by the gardener's force and is influenced by gravity, causing the water to flow downwards (verticality)."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0027|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0027,FORCE,literal,yes,,,"{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""FORCE"",
  ""secondary_image_schemas"": [
    ""SOURCE_PATH_GOAL"",
    ""CONTAINER""
  ],
  ""source"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0027|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0027,SOURCE_PATH_GOAL,literal,yes,"The gardener applies water to the roses, causing the water to move from an implicit source to the roses, typically in a downward direction.","The act of 'watering' involves the movement of water (trajector) from an implicit source to a goal (the roses), which is the core of the SOURCE_PATH_GOAL schema. This movement is initiated by the gardener's causal FORCE. Additionally, water typically moves downwards when watering, incorporating the VERTICALITY schema.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""FORCE"", ""VERTICALITY""],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The gardener applies water to the roses, causing the water to move from an implicit source to the roses, typically in a downward direction."",
  ""schema_explanation"": ""The act of 'watering' involves the movement of water (trajector) from an implicit source to a goal (the roses), which is the core of the SOURCE_PATH_GOAL schema. This movement is initiated by the gardener's causal FORCE. Additionally, water typically moves downwards when watering, incorporating the VERTICALITY schema."",
  ""confidence"": ""high"",
  ""trajector"": ""water"",
  ""landmark_or_container"": """",
  ""source"": ""implicit source (e.g., watering can, hose)"",
  ""path"": ""implicit path of water"",
  ""goal"": ""the roses"",
  ""obstacle"": """",
  ""force"": ""gardener's action of watering""
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0027|1,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0027,SOURCE_PATH_GOAL,literal,yes,"The sentence describes the physical act of a gardener applying water to roses. This involves the movement of water from a source to the roses, guided by the gardener's actions.","The act of 'watering' inherently involves the movement of water (trajector) from an implicit source (e.g., watering can, hose) along a path to a specific goal (the roses). This movement is facilitated by the gardener applying a force to direct the water.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [
    ""FORCE""
  ],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The sentence describes the physical act of a gardener applying water to roses. This involves the movement of water from a source to the roses, guided by the gardener's actions."",
  ""schema_explanation"": ""The act of 'watering' inherently involves the movement of water (trajector) from an implicit source (e.g., watering can, hose) along a path to a specific goal (the roses). This movement is facilitated by the gardener applying a force to direct the water."",
  ""confidence"": ""high"",
  ""trajector"": ""water (implied)"",
  ""landmark_or_container"": """",
  ""source"": ""source of water (e.g., watering can, hose)"",
  ""path"": ""trajectory of the water"",
  ""goal"": ""the roses"",
  ""obstacle"": """",
  ""force"": ""the gardener's action of applying water""
}"
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0030|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0030,SOURCE_PATH_GOAL,uncertain,uncertain,"Copying involves transferring information from a source (the original timetable) to a goal (the student's copy), which weakly instantiates a SOURCE_PATH_GOAL schema. However, this is a borderline case: the sentence is largely a plain transitive action report, and the spatial-transfer structure is not strongly foregrounded.","The act of copying can be understood as information moving from a source (original) to a goal (reproduction), but this mapping is weak and associative rather than clearly embodied. The sentence functions primarily as a factual action report. Confidence is low; NONE would also be defensible.","```json
{
  ""schema_present"": ""uncertain"",
  ""literal_or_metaphorical"": ""uncertain"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [],
  ""trajector"": ""the student"",
  ""landmark_or_container"": """",
  ""source"": ""timetable (original)"",
  ""path"": ""act of copying / reproduction"",
  ""goal"": ""copied timetable (duplicate)"",
  ""obstacle"": """",
  ""force"": """",
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""Copying involves transferring information from a source (the original timetable) to a goal (the student's copy), which weakly instantiates a SOURCE_PATH_GOAL schema. However, this is a borderline case: the sentence is largely a plain transitive action report, and the spatial-transfer structure is not strongly foregrounded."",
  ""schema_explanation"": ""The act of copying can be understood as information moving from a source (original) to a goal (reproduction), but this mapping is weak and associative rather than clearly embodied. The sentence functions primarily as a factual action report. Confidence is low; NONE would also be defensible."",
  ""confidence"": ""low""
}
```"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0030|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0030,SOURCE_PATH_GOAL,literal,yes,The student reproduced the information from the original timetable onto another medium.,"The act of 'copying' involves taking information from a source (the original timetable) and transferring it to a new location or medium (the student's copy), which acts as the goal for the information's reproduction. This maps onto the SOURCE-PATH-GOAL schema.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The student reproduced the information from the original timetable onto another medium."",
  ""schema_explanation"": ""The act of 'copying' involves taking information from a source (the original timetable) and transferring it to a new location or medium (the student's copy), which acts as the goal for the information's reproduction. This maps onto the SOURCE-PATH-GOAL schema."",
  ""confidence"": ""high""
}"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0032|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0032,FORCE,literal,yes,"The photographer physically applies force to the lens — turning, shifting, or repositioning it — to bring it into a desired configuration. This is a literal act of manual force exerted on a physical object.","The verb 'adjusted' denotes the deliberate application of directed physical force to reposition or recalibrate the lens. The agent (photographer) exerts controlled force on the object (lens), which is the core structure of the FORCE schema: an agent applies pressure or effort to produce a change in state or position in a patient object. There is no metaphorical mapping to an abstract domain; the force is literal and embodied.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""FORCE"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [""physical manipulation"", ""applied force to an object""],
  ""target_domain"": [],
  ""interpretation"": ""The photographer physically applies force to the lens — turning, shifting, or repositioning it — to bring it into a desired configuration. This is a literal act of manual force exerted on a physical object."",
  ""schema_explanation"": ""The verb 'adjusted' denotes the deliberate application of directed physical force to reposition or recalibrate the lens. The agent (photographer) exerts controlled force on the object (lens), which is the core structure of the FORCE schema: an agent applies pressure or effort to produce a change in state or position in a patient object. There is no metaphorical mapping to an abstract domain; the force is literal and embodied."",
  ""confidence"": ""medium""
}
```"
